shortName,symbol,fullExchangeName,dividendDate,trailingAnnualDividendYield,averageAnalystRating,trailingPE,trailingAnnualDividendRate
Community West Bancshares,CWBC,NasdaqGM,2023-02-27 18:00:00,0.024259867,3.0 - Hold,8.55862,0.295
Consolidated Water Co. Ltd.,CWCO,NasdaqGS,2023-04-27 19:00:00,0.02303523,1.5 - Strong Buy,27.905663,0.34
"Clearway Energy, Inc.",CWEN,NYSE,2023-03-14 19:00:00,0.046109136,,6.116233,1.428
"Clearway Energy, Inc.",CWEN-A,NYSE,2023-03-14 19:00:00,0.048275862,2.0 - Buy,5.818,1.428
"Camping World Holdings, Inc.",CWH,NYSE,2023-03-28 19:00:00,0.12100678,2.2 - Buy,6.6163526,2.5
California Water Service Group,CWT,NYSE,2023-02-16 18:00:00,0.017627358,2.8 - Hold,32.139664,1.0
"Crexendo, Inc.",CXDO,NasdaqCM,2022-12-07 18:00:00,0.010695186,1.7 - Buy,,0.02
"Cyclacel Pharmaceuticals, Inc. ",CYCCP,NasdaqCM,2023-04-30 19:00:00,0.0,,,0.0
China Yuchai International Limi,CYD,NYSE,2022-07-14 19:00:00,0.0,2.0 - Buy,9.68,0.0
"Citizens Financial Services, In",CZFS,NasdaqCM,2023-03-30 19:00:00,0.026469769,1.0 - Strong Buy,10.957203,1.9
Citizens & Northern Corp,CZNC,NasdaqCM,2023-02-13 18:00:00,0.05226318,3.0 - Hold,12.947368,1.12
"Citizens Community Bancorp, Inc",CZWI,NasdaqGM,2023-02-16 18:00:00,0.024074072,2.0 - Buy,7.154839,0.26
"Dominion Energy, Inc.",D,NYSE,2023-03-19 19:00:00,0.047755323,2.8 - Hold,50.8,2.67
Danaos Corporation,DAC,NYSE,2023-03-13 19:00:00,0.055116665,1.7 - Buy,2.005977,3.0
DallasNews Corporation - Series,DALN,NasdaqCM,2023-03-02 18:00:00,0.1498829,,,0.64
Dana Incorporated,DAN,NYSE,2023-03-23 19:00:00,0.029154519,2.8 - Hold,,0.4
Deutsche Bank AG,DB,NYSE,2022-05-23 19:00:00,0.02857143,4.0 - Underperform,4.5663714,0.3
Designer Brands Inc.,DBI,NYSE,2022-12-27 18:00:00,0.018115943,3.0 - Hold,5.0378375,0.15
"DigitalBridge Group, Inc.",DBRG,NYSE,2023-04-16 19:00:00,0.0017196904,2.1 - Buy,,0.02
"Donaldson Company, Inc.",DCI,NYSE,2023-02-26 18:00:00,0.014696486,2.5 - Buy,22.9319,0.92
"Dime Community Bancshares, Inc.",DCOM,NasdaqGS,2023-04-23 19:00:00,0.03942505,2.2 - Buy,6.5362697,0.96
"Dime Community Bancshares, Inc.",DCOMP,NasdaqGS,2023-02-14 18:00:00,0.056338023,,4.613533,0.96
"DCP Midstream,  LP",DCP,NYSE,2023-02-13 18:00:00,0.040297434,3.0 - Hold,8.853192,1.68
"DuPont de Nemours, Inc.",DD,NYSE,2023-03-14 19:00:00,0.019457549,2.2 - Buy,35.497437,1.32
"Dillard's, Inc.",DDS,NYSE,2023-04-30 19:00:00,0.0,3.5 - Hold,6.4960084,0.0
Dillard's Capital Trust I,DDT,NYSE,2023-04-30 19:00:00,,,,
Deere & Company,DE,NYSE,2023-05-07 19:00:00,0.011549887,2.1 - Buy,14.512429,4.51
"Easterly Government Properties,",DEA,NYSE,2023-03-20 19:00:00,0.0758226,3.1 - Hold,39.735294,1.06
"Douglas Emmett, Inc.",DEI,NYSE,2023-04-13 19:00:00,0.083333336,2.9 - Hold,21.214285,1.03
Dell Technologies Inc.,DELL,NYSE,2023-05-04 19:00:00,0.03519062,2.2 - Buy,11.460843,1.32
Diageo plc,DEO,NYSE,2023-04-17 19:00:00,0.004567393,1.7 - Buy,23.856558,0.776
Discover Financial Services,DFS,NYSE,2023-03-08 18:00:00,0.023896104,2.5 - Buy,6.490823,2.3
Dollar General Corporation,DG,NYSE,2023-01-16 18:00:00,0.009471083,2.2 - Buy,20.33461,2.07
"Donegal Group, Inc.",DGICA,NasdaqGS,2023-02-14 18:00:00,0.04542302,3.0 - Hold,,0.655
"Donegal Group, Inc.",DGICB,NasdaqGS,2023-02-14 18:00:00,0.04580419,,,0.655
Quest Diagnostics Incorporated,DGX,NYSE,2023-04-23 19:00:00,0.019872036,2.6 - Hold,16.962025,2.64
Diversified Healthcare Trust,DHC,NasdaqGS,2023-02-15 18:00:00,0.026143791,3.2 - Hold,,0.04
Diversified Healthcare Trust  -,DHCNI,NasdaqGS,2023-10-31 19:00:00,,,,
Diversified Healthcare Trust  -,DHCNL,NasdaqGS,2023-11-30 18:00:00,,,,
"D.R. Horton, Inc.",DHI,NYSE,2023-02-13 18:00:00,0.009607395,2.3 - Buy,5.980488,0.925
"Diamond Hill Investment Group, ",DHIL,NasdaqGS,2023-03-16 19:00:00,0.037833408,,12.711864,6.0
Danaher Corporation,DHR,NYSE,2023-04-27 19:00:00,0.004130354,2.0 - Buy,25.059296,1.0
"DHT Holdings, Inc.",DHT,NYSE,2023-02-23 18:00:00,0.044036698,1.5 - Strong Buy,30.17143,0.48
"Dine Brands Global, Inc. Common",DIN,NYSE,2023-03-30 19:00:00,0.030771611,2.1 - Buy,13.724278,1.99
HF Sinclair Corporation,DINO,NYSE,2023-03-16 19:00:00,0.026595747,2.5 - Buy,3.4609206,1.2
AMCON Distributing Company,DIT,NYSE American,2023-02-15 18:00:00,0.004411765,,6.1783204,0.72
"Delek US Holdings, Inc.",DK,NYSE,2023-03-16 19:00:00,0.019394513,3.0 - Hold,6.483965,0.41
"Delek Logistics Partners, L.P.",DKL,NYSE,2023-02-08 18:00:00,0.078635015,3.0 - Hold,14.934472,3.975
Dick's Sporting Goods Inc,DKS,NYSE,2023-03-30 19:00:00,0.013382746,2.3 - Buy,13.812618,1.95
Dolby Laboratories,DLB,NYSE,2023-02-21 18:00:00,0.01302279,2.0 - Buy,44.66848,1.04
"Digital Realty Trust, Inc.",DLR,NYSE,2023-03-30 19:00:00,0.04636139,2.3 - Buy,92.87387,4.88
Deluxe Corporation,DLX,NYSE,2023-03-05 18:00:00,0.0754717,2.5 - Buy,10.606896,1.2
DoubleLine Yield Opportunities ,DLY,NYSE,2023-03-30 19:00:00,0.0,,,0.0
"Dorchester Minerals, L.P.",DMLP,NasdaqGS,2023-02-08 18:00:00,0.13597384,,8.464832,3.742
"Dun & Bradstreet Holdings, Inc.",DNB,NYSE,2023-03-15 19:00:00,0.009041592,2.4 - Buy,,0.1
"Krispy Kreme, Inc.",DNUT,NasdaqGS,2023-05-09 19:00:00,0.009756098,2.5 - Buy,,0.14
Physicians Realty Trust,DOC,NYSE,2023-01-17 18:00:00,0.061579656,2.5 - Buy,32.54348,0.92
Dole plc,DOLE,NYSE,2023-04-20 19:00:00,0.0,2.2 - Buy,12.780219,0.0
BRP Inc.,DOOO,NasdaqGS,2023-01-12 18:00:00,0.007828542,2.0 - Buy,13.203612,0.61
Douglas Elliman Inc.,DOUG,NYSE,2022-12-21 18:00:00,0.06269593,1.0 - Strong Buy,,0.2
Dover Corporation,DOV,NYSE,2023-03-14 19:00:00,0.014323381,2.2 - Buy,19.714285,2.01
Dow Inc.,DOW,NYSE,2023-03-09 18:00:00,0.055467512,2.9 - Hold,8.4009905,2.8
Amdocs Limited,DOX,NasdaqGS,2023-04-27 19:00:00,0.017439295,,20.390625,1.58
Domino's Pizza Inc,DPZ,NYSE,2023-03-29 19:00:00,0.014075496,2.5 - Buy,24.622746,4.4
DRDGOLD Limited,DRD,NYSE,2023-03-22 19:00:00,0.811908,2.0 - Buy,10.585714,6.0
Diamondrock Hospitality Company,DRH,NYSE,2023-04-11 19:00:00,0.007352941,2.6 - Hold,17.19149,0.06
"Darden Restaurants, Inc.",DRI,NYSE,2023-01-31 18:00:00,0.03126692,2.0 - Buy,20.710743,4.62
"Deswell Industries, Inc.",DSWL,NasdaqGM,2022-12-21 18:00:00,0.074074075,,14.263158,0.2
Diana Shipping inc.,DSX,NYSE,2023-03-19 19:00:00,0.218509,2.2 - Buy,2.9090908,0.85
DTE Energy Company 2020 Series ,DTB,NYSE,2023-04-14 19:00:00,,,,
DTE Energy Company,DTE,NYSE,2023-04-14 19:00:00,0.033100855,2.0 - Buy,19.503572,3.607
DTE Energy Company 2021 Series ,DTG,NYSE,2023-02-28 18:00:00,,,,
"DT Midstream, Inc.",DTM,NYSE,2023-04-14 19:00:00,0.05370254,2.7 - Hold,13.133515,2.56
Duke Energy Corporation (Holdin,DUK,NYSE,2023-03-15 19:00:00,0.041102964,2.5 - Buy,20.165974,3.98
Devon Energy Corporation,DVN,NYSE,2023-03-30 19:00:00,0.114583336,2.2 - Buy,5.5346894,5.17
"Dynex Capital, Inc.",DX,NYSE,2023-02-28 18:00:00,0.13299233,1.8 - Buy,3.9572368,1.56
ENI S.p.A.,E,NYSE,2023-04-06 19:00:00,0.025229359,2.3 - Buy,3.3473818,0.66
Electronic Arts Inc.,EA,NasdaqGS,2023-03-21 19:00:00,0.006643922,2.2 - Buy,30.601078,0.74
GrafTech International Ltd.,EAF,NYSE,2023-03-30 19:00:00,0.008281574,2.8 - Hold,3.414286,0.04
Ellington Residential Mortgage ,EARN,NYSE,2023-04-24 19:00:00,0.1479374,2.8 - Hold,,1.04
eBay Inc.,EBAY,NasdaqGS,2023-03-23 19:00:00,0.021563342,2.7 - Hold,,0.88
"Eastern Bankshares, Inc.",EBC,NasdaqGS,2023-03-14 19:00:00,0.032258067,2.4 - Buy,10.83471,0.4
"Ennis, Inc.",EBF,NYSE,2023-02-01 18:00:00,0.0464684,1.0 - Strong Buy,13.696201,1.0
"Ebix, Inc.",EBIX,NasdaqGS,2022-12-15 18:00:00,0.020804439,1.5 - Strong Buy,7.0913463,0.3
"Eagle Bancorp Montana, Inc.",EBMT,NasdaqGM,2023-03-02 18:00:00,0.039225712,3.0 - Hold,9.689655,0.537
Centrais Electricas Brasileiras,EBR,NYSE,2022-09-20 19:00:00,0.0,1.0 - Strong Buy,20.80645,0.0
Centrais Electricas Brasileiras,EBR-B,NYSE,2022-09-20 19:00:00,0.0,1.0 - Strong Buy,23.266666,0.0
Enterprise Bancorp Inc,EBTC,NasdaqGS,2023-02-28 18:00:00,0.026006976,,9.307471,0.82
Ecopetrol S.A.,EC,NYSE,2023-12-28 18:00:00,0.0,2.7 - Hold,3.1401868,0.0
Eagle Point Credit Company Inc.,ECCC,NYSE,2023-06-29 19:00:00,0.077819146,,11.787281,1.62
Eagle Point Credit Company Inc.,ECCV,NYSE,2023-03-30 19:00:00,,,,
Eagle Point Credit Company Inc.,ECCW,NYSE,2023-03-30 19:00:00,,,,
Eagle Point Credit Company Inc.,ECCX,NYSE,2023-03-30 19:00:00,0.10170698,,11.425061,2.4
Ecolab Inc.,ECL,NYSE,2023-04-16 19:00:00,0.012937261,2.5 - Buy,42.11406,2.06
"Consolidated Edison, Inc.",ED,NYSE,2023-03-14 19:00:00,0.03304057,3.4 - Hold,20.316458,3.16
Educational Development Corpora,EDUC,NasdaqGM,2022-03-09 18:00:00,0.03508772,1.0 - Strong Buy,,0.1
"Excelerate Energy, Inc.",EE,NYSE,2022-12-13 18:00:00,0.0024777006,2.1 - Buy,11.138122,0.05
Ellington Financial Inc.,EFC,NYSE,2023-04-24 19:00:00,0.15873015,2.4 - Buy,,1.8
Enterprise Financial Services C,EFSC,NasdaqGS,2023-03-30 19:00:00,0.018738288,1.8 - Buy,9.052238,0.9
Enterprise Financial Services C,EFSCP,NasdaqGS,2023-03-14 19:00:00,0.052941483,,3.887011,0.9
"Equifax, Inc.",EFX,NYSE,2023-03-14 19:00:00,0.007828967,2.3 - Buy,35.330986,1.56
Enerflex Ltd,EFXT,NYSE,2023-04-05 19:00:00,0.016863408,,,0.1
"Eagle Bancorp, Inc.",EGBN,NasdaqCM,2023-01-30 18:00:00,0.049102135,3.0 - Hold,8.435374,1.75
Eagle Bulk Shipping Inc.,EGLE,NYSE,2023-03-22 19:00:00,0.1373855,1.6 - Buy,3.2034807,6.6
"EastGroup Properties, Inc.",EGP,NYSE,2023-04-13 19:00:00,0.029201616,2.5 - Buy,37.875877,4.7
"VAALCO Energy, Inc.",EGY,NYSE,2023-03-30 19:00:00,0.024019608,1.5 - Strong Buy,4.057692,0.098
Encompass Health Corporation,EHC,NYSE,2023-04-16 19:00:00,0.016519401,1.7 - Buy,21.103586,0.86
Eagle Point Income Company Inc.,EICA,NYSE,2023-06-29 19:00:00,0.06423174,,29.700748,1.53
Employers Holdings Inc,EIG,NYSE,2023-03-14 19:00:00,0.02503646,2.2 - Buy,24.88889,1.03
Edison International,EIX,NYSE,2023-04-29 19:00:00,0.04164709,2.4 - Buy,43.383648,2.837
"Estee Lauder Companies, Inc. (T",EL,NYSE,2023-03-14 19:00:00,0.010388513,2.1 - Buy,57.860977,2.46
Elme Communities,ELME,NYSE,2023-04-04 19:00:00,0.03740374,3.0 - Hold,,0.68
Companhia Paranaense de Energia,ELP,NYSE,2022-12-11 18:00:00,0.18111454,2.5 - Buy,59.272728,1.17
"Equity Lifestyle Properties, In",ELS,NYSE,2023-04-13 19:00:00,0.024833433,2.2 - Buy,43.092106,1.64
Eltek Ltd.,ELTK,NasdaqCM,2022-12-18 18:00:00,0.03953488,,7.70909,0.17
"Elevance Health, Inc.",ELV,NYSE,2023-03-23 19:00:00,0.011216263,1.9 - Buy,18.967611,5.12
Embecta Corp.,EMBC,NasdaqGS,2023-03-12 19:00:00,0.009996668,3.7 - Underperform,10.508897,0.3
"EMCOR Group, Inc.",EME,NYSE,2023-01-30 18:00:00,0.0037200947,1.7 - Buy,20.143036,0.58
Eastern Company (The),EML,NasdaqGM,2023-03-14 19:00:00,0.027751498,,9.595376,0.44
Eastman Chemical Company,EMN,NYSE,2023-04-09 19:00:00,0.038293626,2.5 - Buy,13.348535,3.07
Emerson Electric Company,EMR,NYSE,2023-03-09 18:00:00,0.025642619,,17.9256,2.065
Enbridge Inc,ENB,NYSE,2023-02-28 18:00:00,0.09401476,2.5 - Buy,41.59551,3.44
Enel Chile S.A.,ENIC,NYSE,2023-02-08 18:00:00,0.0,2.6 - Hold,2.0796459,0.0
"EnLink Midstream, LLC",ENLC,NYSE,2023-02-12 18:00:00,0.04451923,2.3 - Buy,14.135135,0.463
"Energizer Holdings, Inc.",ENR,NYSE,2023-03-15 19:00:00,0.03622095,2.5 - Buy,,1.2
EnerSys,ENS,NYSE,2023-03-30 19:00:00,0.008698354,1.8 - Buy,25.294117,0.7
"The Ensign Group, Inc.",ENSG,NasdaqGS,2023-01-30 18:00:00,0.0025271988,1.6 - Buy,22.987179,0.223
"Entegris, Inc.",ENTG,NasdaqGS,2023-02-21 18:00:00,0.004958473,2.1 - Buy,58.81119,0.4
"EOG Resources, Inc.",EOG,NYSE,2023-04-27 19:00:00,0.030301537,1.9 - Buy,8.501221,3.075
Enerpac Tool Group Corp.,EPAC,NYSE,2022-10-16 19:00:00,0.0014858841,3.0 - Hold,74.78378,0.04
Edgewell Personal Care Company,EPC,NYSE,2023-04-04 19:00:00,0.014513789,2.6 - Hold,21.826317,0.6
Enterprise Products Partners L.,EPD,NYSE,2023-02-13 18:00:00,0.07568534,1.8 - Buy,10.30204,1.905
Evolution Petroleum Corporation,EPM,NYSE American,2023-03-30 19:00:00,0.07652174,2.0 - Buy,4.87069,0.44
EPR Properties,EPR,NYSE,2023-03-14 19:00:00,0.08437175,2.3 - Buy,18.415842,3.25
Essential Properties Realty Tru,EPRT,NYSE,2023-04-13 19:00:00,0.044311624,2.0 - Buy,24.565657,1.075
Epsilon Energy Ltd.,EPSN,NasdaqGM,2022-12-29 18:00:00,0.038603697,,3.6343281,0.188
"Equity Bancshares, Inc.",EQBK,NasdaqGS,2023-01-16 18:00:00,0.013942681,2.2 - Buy,7.855457,0.36
Equity,EQC,NYSE,2023-03-08 18:00:00,0.0,3.5 - Hold,76.57693,0.0
"Equitable Holdings, Inc.",EQH,NYSE,2023-03-05 18:00:00,0.033222593,2.1 - Buy,5.7679815,0.8
"Equinix, Inc.",EQIX,NasdaqGS,2023-03-21 19:00:00,0.017841984,2.0 - Buy,91.007774,12.4
Equinor ASA,EQNR,NYSE,2023-01-24 18:00:00,0.0329188,2.0 - Buy,3.1450117,0.9
Equity Residential,EQR,NYSE,2023-01-12 18:00:00,0.04168751,2.7 - Hold,29.603014,2.5
EQT Corporation,EQT,NYSE,2023-02-28 18:00:00,0.019077351,2.1 - Buy,7.2230215,0.55
Enerplus Corporation,ERF,NYSE,2023-03-14 19:00:00,0.013681028,1.9 - Buy,3.8953485,0.181
Ericsson,ERIC,NasdaqGS,2022-10-13 19:00:00,0.0,3.0 - Hold,10.72,0.0
Erie Indemnity Company,ERIE,NasdaqGS,2023-04-19 19:00:00,0.01992506,2.0 - Buy,42.649544,4.52
Eversource Energy (D/B/A),ES,NYSE,2023-03-30 19:00:00,0.03319448,2.5 - Buy,18.777506,2.55
ESAB Corporation,ESAB,NYSE,2023-04-13 19:00:00,0.0025689332,1.7 - Buy,16.923944,0.15
"Empire State Realty OP, L.P. Se",ESBA,NYSEArca,2023-03-30 19:00:00,0.023026315,,36.5,0.14
"Escalade, Incorporated",ESCA,NasdaqGM,2023-03-19 19:00:00,0.047206927,,10.1484375,0.6
ESCO Technologies Inc.,ESE,NYSE,2023-04-17 19:00:00,0.003678161,1.3 - Strong Buy,27.94654,0.32
Euroseas Ltd.,ESEA,NasdaqCM,2023-03-15 19:00:00,0.0,2.0 - Buy,1.1891892,0.0
Enstar Group Limited - Deposito,ESGRO,NasdaqGS,2023-02-28 18:00:00,0.0,,,0.0
Enstar Group Limited - Deposita,ESGRP,NasdaqGS,2023-02-28 18:00:00,0.0,,,0.0
Element Solutions Inc.,ESI,NYSE,2023-03-14 19:00:00,0.017232094,2.4 - Buy,25.917809,0.32
Elbit Systems Ltd.,ESLT,NasdaqGS,2023-01-08 18:00:00,0.01139796,3.0 - Hold,38.38889,2.0
Essent Group Ltd.,ESNT,NYSE,2023-03-19 19:00:00,0.022896698,1.9 - Buy,5.065531,0.86
Energy Services of America Corp,ESOA,NasdaqCM,2023-02-14 18:00:00,0.0,2.0 - Buy,12.277778,0.0
"Esquire Financial Holdings, Inc",ESQ,NasdaqCM,2023-02-28 18:00:00,0.0075187967,2.0 - Buy,10.776537,0.28
"Empire State Realty Trust, Inc.",ESRT,NYSE,2023-03-30 19:00:00,0.02118003,2.6 - Hold,30.136364,0.14
"Essex Property Trust, Inc.",ESS,NYSE,2023-04-13 19:00:00,0.04059228,2.8 - Hold,33.472355,8.8
"ESSA Bancorp, Inc.",ESSA,NasdaqGS,2023-03-30 19:00:00,0.03499079,3.0 - Hold,8.835897,0.57
Energy Transfer LP,ET,NYSE,2023-02-20 18:00:00,0.083752096,1.6 - Buy,9.007353,1.0
Ethan Allen Interiors Inc.,ETD,NYSE,2023-02-20 18:00:00,0.06573632,2.3 - Buy,6.1156464,1.79
Entergy Texas Inc 5.375% Series,ETI-P,NYSE,2023-01-14 18:00:00,,,6.375512,
"Eaton Corporation, PLC",ETN,NYSE,2023-03-23 19:00:00,0.020342814,2.2 - Buy,28.88928,3.24
Entergy Corporation,ETR,NYSE,2023-02-28 18:00:00,0.03901418,2.2 - Buy,19.466911,4.1
Equitrans Midstream Corporation,ETRN,NYSE,2023-02-13 18:00:00,0.11029412,3.2 - Hold,,0.6
Euronav NV,EURN,NYSE,2023-03-01 18:00:00,0.007185628,2.3 - Buy,17.425531,0.12
Enviva Inc.,EVA,NYSE,2023-02-23 18:00:00,0.11900065,2.2 - Buy,,3.62
"Evans Bancorp, Inc.",EVBN,NYSE American,2023-04-03 19:00:00,0.03634266,2.5 - Buy,8.737623,1.26
Entravision Communications Corp,EVC,NYSE,2023-03-30 19:00:00,0.016806724,1.7 - Buy,28.900002,0.1
Evercore Inc.,EVR,NYSE,2023-03-09 18:00:00,0.02514186,2.5 - Buy,10.366608,2.88
"Evergy, Inc.",EVRG,NasdaqGS,2023-03-21 19:00:00,0.03864654,2.8 - Hold,18.342424,2.33
"Evertec, Inc.",EVTC,NYSE,2023-03-16 19:00:00,0.0060006,2.5 - Buy,9.813952,0.2
"East West Bancorp, Inc.",EWBC,NasdaqGS,2023-02-20 18:00:00,0.028208744,2.0 - Buy,7.457216,1.6
"European Wax Center, Inc.",EWCZ,NasdaqGS,2022-05-05 19:00:00,0.0,1.9 - Buy,67.52,0.0
Exelon Corporation,EXC,NasdaqGS,2023-03-09 18:00:00,0.032265775,2.2 - Buy,20.07143,1.35
Eagle Materials Inc,EXP,NYSE,2023-04-13 19:00:00,0.007612088,2.1 - Buy,12.16966,1.0
Expeditors International of Was,EXPD,NasdaqGS,2022-12-14 18:00:00,0.012678589,3.3 - Hold,13.043743,1.34
"eXp World Holdings, Inc.",EXPI,NasdaqGM,2023-03-30 19:00:00,0.013754046,2.0 - Buy,120.1,0.17
"Exponent, Inc.",EXPO,NasdaqGS,2023-03-23 19:00:00,0.009283435,2.5 - Buy,51.03627,0.96
Extra Space Storage Inc,EXR,NYSE,2023-03-30 19:00:00,0.038075898,2.6 - Hold,24.95476,6.0
Ford Motor Company,F,NYSE,2023-02-28 18:00:00,0.042698547,2.8 - Hold,,0.5
First American Corporation (New,FAF,NYSE,2023-03-14 19:00:00,0.03744093,2.3 - Buy,21.851406,2.06
"Diamondback Energy, Inc.",FANG,NasdaqGS,2023-03-09 18:00:00,0.092146,2.0 - Buy,5.5129557,11.31
Fanhua Inc.,FANH,NasdaqGS,2022-04-25 19:00:00,0.0,3.0 - Hold,30.74074,0.0
Fastenal Company,FAST,NasdaqGS,2023-03-01 18:00:00,0.02404965,3.1 - Hold,28.161291,1.24
FAT Brands Inc.,FAT,NasdaqCM,2023-02-28 18:00:00,0.07124011,2.0 - Buy,,0.54
FAT Brands Inc.,FATBB,NasdaqCM,2023-02-28 18:00:00,0.08282209,,,0.54
FAT Brands Inc. - 8.25% Series ,FATBP,NasdaqCM,2023-03-19 19:00:00,0.034861203,,,0.54
"Fortune Brands Innovations, Inc",FBIN,NYSE,2023-03-14 19:00:00,0.019921735,2.7 - Hold,14.301744,1.12
"Fortress Biotech, Inc. - 9.375%",FBIOP,NasdaqCM,2023-03-30 19:00:00,0.0,,,0.0
First Business Financial Servic,FBIZ,NasdaqGS,2023-02-15 18:00:00,0.02572452,2.0 - Buy,6.6067653,0.79
FB Financial Corporation,FBK,NYSE,2023-02-20 18:00:00,0.015936254,3.0 - Hold,12.446096,0.52
"The First Bancshares, Inc.",FBMS,NasdaqGM,2023-02-23 18:00:00,0.03030303,2.0 - Buy,9.491103,0.78
First Bancorp,FBNC,NasdaqGS,2023-01-24 18:00:00,0.024390243,2.0 - Buy,9.162561,0.88
First BanCorp. New,FBP,NYSE,2023-03-09 18:00:00,0.039621018,2.0 - Buy,7.785714,0.46
"Franklin BSP Realty Trust, Inc.",FBRT,NYSE,2023-01-10 18:00:00,0.11639344,2.3 - Buy,,1.42
"First Capital, Inc.",FCAP,NasdaqCM,2023-03-30 19:00:00,0.043099876,,7.3765063,1.04
"First Community Bankshares, Inc",FCBC,NasdaqGS,2023-02-23 18:00:00,0.0420509,4.0 - Underperform,10.046429,1.14
First Community Corporation,FCCO,NasdaqCM,2023-02-13 18:00:00,0.028556034,2.5 - Buy,9.878307,0.53
First,FCF,NYSE,2023-02-16 18:00:00,0.0369515,2.4 - Buy,9.852941,0.48
"FirstCash Holdings, Inc.",FCFS,NasdaqGS,2023-02-27 18:00:00,0.013695652,2.3 - Buy,17.263453,1.26
"First Citizens BancShares, Inc.",FCNCA,NasdaqGS,2023-03-14 19:00:00,0.0040004444,2.4 - Buy,8.512829,2.16
"First Citizens BancShares, Inc.",FCNCO,NasdaqGS,2023-03-14 19:00:00,0.11569363,,0.33183685,2.16
"First Citizens BancShares, Inc.",FCNCP,NasdaqGS,2023-03-14 19:00:00,0.10290615,,0.37151113,2.16
"Four Corners Property Trust, In",FCPT,NYSE,2023-01-12 18:00:00,0.049758095,2.6 - Hold,22.416666,1.337
First Eagle Alternative Capital,FCRD,NasdaqGS,2022-12-29 18:00:00,0.089361705,3.0 - Hold,,0.42
"Crescent Capital BDC, Inc. 5.00",FCRX,NYSE,2023-03-29 19:00:00,0.069639064,,164.0845,1.64
"Freeport-McMoRan, Inc.",FCX,NYSE,2023-01-31 18:00:00,0.01689665,2.4 - Buy,16.18834,0.6
"Fidelity D & D Bancorp, Inc.",FDBC,NasdaqGM,2023-03-09 18:00:00,0.030000001,,8.962264,1.35
"Fresh Del Monte Produce, Inc.",FDP,NYSE,2023-03-30 19:00:00,0.019834712,2.0 - Buy,14.843138,0.6
FactSet Research Systems Inc.,FDS,NYSE,2023-03-15 19:00:00,0.008623885,2.9 - Hold,37.345623,3.49
Fidus Investment Corporation,FDUS,NasdaqGS,2023-03-28 19:00:00,0.074921966,2.0 - Buy,13.929078,1.44
FedEx Corporation,FDX,NYSE,2023-04-02 19:00:00,0.021505374,2.2 - Buy,16.194445,4.2
FirstEnergy Corp.,FE,NYSE,2023-02-28 18:00:00,0.039274924,2.4 - Buy,55.76389,1.56
"Frequency Electronics, Inc.",FEIM,NasdaqGM,2023-01-26 18:00:00,0.0,,,0.0
"Franklin Electric Co., Inc.",FELE,NasdaqGS,2023-02-15 18:00:00,0.008722881,2.7 - Hold,23.483118,0.78
Ferguson plc,FERG,NYSE,2023-05-04 19:00:00,0.026586622,2.5 - Buy,13.143292,3.41
FutureFuel Corp.,FF,NYSE,2023-12-14 18:00:00,0.032608695,2.0 - Buy,15.787234,0.24
First Financial Bancorp.,FFBC,NasdaqGS,2023-03-14 19:00:00,0.042691417,3.0 - Hold,9.911505,0.92
Flushing Financial Corporation,FFIC,NasdaqGS,2023-03-30 19:00:00,0.055450536,2.7 - Hold,6.4666667,0.88
"First Financial Bankshares, Inc",FFIN,NasdaqGS,2023-04-02 19:00:00,0.020446097,3.2 - Hold,19.40964,0.66
"First Financial Northwest, Inc.",FFNW,NasdaqGS,2023-03-23 19:00:00,0.035820894,2.0 - Buy,9.14094,0.48
First Foundation Inc.,FFWM,NasdaqGM,2023-02-15 18:00:00,0.046709128,2.0 - Buy,4.801105,0.44
"F&G Annuities & Life, Inc.",FG,NYSE,2023-01-30 18:00:00,0.011607662,3.0 - Hold,4.608815,0.2
"First Guaranty Bancshares, Inc.",FGBI,NasdaqGM,2023-03-30 19:00:00,0.04129032,3.0 - Hold,6.746988,0.64
"First Guaranty Bancshares, Inc.",FGBIP,NasdaqGM,2023-02-28 18:00:00,0.034594595,,7.4913564,0.64
"FG Financial Group, Inc.  - 8.0",FGFPP,NasdaqGM,2023-03-14 19:00:00,0.0,,,0.0
"First Hawaiian, Inc.",FHB,NasdaqGS,2023-03-02 18:00:00,0.049665708,3.2 - Hold,10.519418,1.04
"Federated Hermes, Inc.",FHI,NYSE,2023-02-14 18:00:00,0.027706517,2.7 - Hold,15.415386,1.08
First Horizon Corporation,FHN,NYSE,2023-04-02 19:00:00,0.038634904,2.7 - Hold,10.585034,0.6
"First Interstate BancSystem, In",FIBK,NasdaqGS,2023-02-16 18:00:00,0.05606881,2.4 - Buy,16.101522,1.76
FinVolution Group,FINV,NYSE,2022-05-05 19:00:00,0.0,1.9 - Buy,3.8775508,0.0
FTAI Infrastructure Inc.,FIP,NasdaqGS,2023-03-27 19:00:00,0.024999999,1.0 - Strong Buy,,0.06
Fidelity National Information S,FIS,NYSE,2023-03-23 19:00:00,0.036455303,2.3 - Buy,,1.88
"Financial Institutions, Inc.",FISI,NasdaqGS,2023-04-02 19:00:00,0.0552118,2.7 - Hold,6.0795455,1.16
"Empire State Realty OP, L.P. Se",FISK,NYSEArca,2023-03-30 19:00:00,0.021671826,,37.35294,0.14
Fifth Third Bancorp,FITB,NasdaqGS,2023-01-16 18:00:00,0.049586777,2.0 - Buy,10.137931,1.26
